"sub_num","list","practice","target","abs_order","order","onset","FP","LP","resp","score","phase","class","ls_order","resp_dur","RT","cond_list"
1,6,"T","brain",93,3,2766157.65771902,2766157.83043093,2766158.44640242,"branch",1,"prac","np",3,0.615971489809453,0.855939699802548,3
1,6,"T","rice",94,4,2766158.80765417,2766163.46212019,2766164.03011103,"brain",1,"prac","np",4,0.567990840412676,5.63168925978243,3
1,6,"T","guitar",95,5,2766165.15725191,2766166.30200073,2766167.05393459,"brandy",1,"prac","np",5,0.751933860126883,2.83988054003567,3
1,6,"T","brandy",96,6,2766167.44041952,2766168.46188052,2766169.85379447,"cereal",1,"prac","np",6,1.39191394997761,2.15987979015335,3
1,6,"T","cherry",97,7,2766170.29023806,2766170.52573591,2766171.73368118,"cherry",1,"prac","np",7,1.20794526999816,2.06385539006442,3
1,6,"T","bow",98,8,2766172.24010192,2766176.38946718,2766177.90139329,"guitar",1,"prac","np",8,1.51192611036822,5.86373126972467,3
1,6,"T","highway",99,9,2766178.23968959,2766180.91722818,2766181.77318176,"highway",1,"prac","np",9,0.8559535802342,4.52776100020856,3
1,6,"T","mechanic",100,10,2766182.20609042,2766193.57257982,2766195.14846274,"bow",1,"prac","np",10,1.57588291959837,12.6553516401909,3
1,6,"T","cereal",101,11,2766195.42196068,2766198.90027978,2766199.37223897,"rock",1,"prac","np",11,0.471959189977497,5.32769995974377,3
1,6,"T","dove",102,12,2766199.72167009,2766200.28419992,2766201.14816089,"spice",1,"prac","np",12,0.863960970193148,1.38392014009878,3
1,6,"T","branch",103,13,2766201.48820609,2766202.45208469,2766202.98802393,"rice",1,"prac","np",13,0.535939240362495,2.16788476984948,3
1,8,"T","audience",121,1,2766720.22112994,2766721.99263947,2766722.92853747,"giant",1,"prac","np",1,0.935897999908775,1.77150953002274,4
1,8,"T","hand",122,2,2766723.97088869,2766724.24851016,2766725.36842755,"string",1,"prac","np",2,1.11991738993675,2.25587069010362,4
