"sub_num","list","practice","target","abs_order","order","onset","FP","LP","resp","score","phase","class","ls_order","resp_dur","RT","cond_list"
8,4,"S","apple",72,NA,3036088.98355488,3036091.68339291,3036092.34736027,"skull",1,"final","sp",12,0.663967360276729,3.55979429977015,2
8,5,"T","brake",76,NA,3036362.64669187,3036363.49148586,3036363.97145059,"seat",1,"final","tp",1,0.47996472986415,0.844793990254402,3
8,5,"T","racket",77,NA,3036364.8965586,3036365.06736065,3036365.75534553,"mansion",1,"final","tp",2,0.687984880059958,1.57587478961796,3
8,5,"T","hat",78,NA,3036366.09646757,3036366.25131227,3036366.79527902,"slave",1,"final","tp",3,0.543966750148684,1.18395162001252,3
8,5,"T","hook",79,NA,3036367.16304493,3036367.93120046,3036368.46718069,"lamp",1,"final","tp",4,0.535980229731649,1.67988819023594,3
8,5,"T","seat",80,NA,3036368.87965136,3036369.09115328,3036369.5951147,"sack",1,"final","tp",5,0.503961420152336,1.15995281981304,3
8,5,"T","court",81,NA,3036370.06284173,3036370.84303634,3036371.2429895,"hook",1,"final","tp",6,0.3999531599693,1.75188306020573,3
8,5,"T","axe",82,NA,3036371.5960468,3036372.6349178,3036373.19490769,"button",1,"final","tp",7,0.559989890083671,1.79188145976514,3
8,5,"T","sweat",83,NA,3036373.49592238,3036375.09081129,3036375.29878525,"hat",1,"final","tp",8,0.207973960321397,2.45589348999783,3
8,5,"T","button",84,NA,3036375.56243907,3036392.85776608,3036393.70570801,"brake",1,"final","tp",9,0.847941929940134,17.7669547903351,3
8,6,"S","witch",91,NA,3036631.07692582,3036632.29973697,3036632.92366972,"cotton",1,"final","sp",1,0.623932749964297,1.22281114989892,3
8,6,"S","fruit",92,NA,3036633.22676502,3036633.36364783,3036633.94763773,"crown",1,"final","sp",2,0.583989899605513,1.06391086010262,3
8,6,"S","lieutenant",93,NA,3036634.29333484,3036634.56357219,3036634.84352654,"bomb",1,"final","sp",3,0.279954350087792,1.19992435956374,3
8,6,"S","cafe",94,NA,3036635.44327275,3036635.54751645,3036636.00348178,"glove",1,"final","sp",4,0.455965330358595,0.983944260049611,3
8,6,"S","glove",95,NA,3036636.20988102,3036636.27540645,3036636.79541395,"stove",1,"final","sp",5,0.52000749995932,0.727890000212938,3
8,6,"S","stove",96,NA,3036637.02653248,3036637.75541555,3036639.8112907,"lieutenant",1,"final","sp",6,2.05587515002117,1.48000909993425,3
8,6,"S","squirrel",97,NA,3036640.50956638,3036645.46695038,3036645.97090485,"card",1,"final","sp",7,0.503954470157623,7.71153482981026,3
8,6,"S","physician",98,NA,3036646.45922677,3036646.60286366,3036647.20284984,"drill",1,"final","sp",8,0.599986179731786,1.13591328030452,3
8,6,"S","card",99,NA,3036647.4757054,3036647.70680341,3036649.18673343,"husband",1,"final","sp",9,1.47993001993746,1.10393974976614,3
8,6,"S","cotton",100,NA,3036649.45889293,3036649.62669162,3036650.8506362,"strawberry",1,"final","sp",10,1.22394458018243,1.91988821001723,3
8,6,"S","crown",101,NA,3036651.42542737,3036655.0583871,3036655.442382,"fruit",1,"final","sp",11,0.383994899690151,5.43169548036531,3
8,6,"S","bomb",102,NA,3036655.75840986,3036701.31970795,3036702.28763359,"doctor",0,"final","sp",12,0.967925639823079,46.2613208498806,3
8,7,"T","hose",106,NA,3036929.95482225,3036930.8342445,3036931.13820791,"bed",1,"final","tp",1,0.303963410202414,0.879422249738127,4
8,7,"T","peanut",107,NA,3036931.47144033,3036931.66615816,3036932.02615306,"desk",1,"final","tp",2,0.359994899947196,0.831913660280406,4
8,7,"T","desk",108,NA,3036932.77130136,3036932.93008363,3036933.29807984,"road",1,"final","tp",3,0.367996209766716,1.26392546994612,4
8,7,"T","bed",109,NA,3036933.57128524,3036933.61002101,3036934.06603615,"toad",1,"final","tp",4,0.456015139818192,0.679937379900366,4
8,7,"T","road",110,NA,3036934.32125732,3036936.35393204,3036936.90588562,"prince",1,"final","tp",5,0.551953580230474,2.74391102977097,4
8,7,"T","lion",111,NA,3036937.13768119,3036937.30583394,3036938.00181469,"missile",1,"final","tp",6,0.695980750024319,0.951901900116354,4
8,7,"T","television",112,NA,3036938.28760612,3036946.00134623,3036946.48129134,"bloom",1,"final","tp",7,0.479945110157132,8.69551229011267,4
8,7,"T","lightning",113,NA,3036946.83696503,3036953.50490619,3036954.76081194,"television",1,"final","tp",8,1.25590574974194,7.50355996005237,4
8,8,"S","blouse",121,NA,3037198.08512061,3037198.89053408,3037199.27448311,"rope",1,"final","sp",1,0.383949029725045,0.805413470137864,4
8,8,"S","camp",122,NA,3037199.50166437,3037199.60245919,3037200.50641542,"bootcamp",0,"final","sp",2,0.903956230264157,0.71192510984838,4
8,8,"S","fly",123,NA,3037200.83492003,3037200.96243267,3037201.70632981,"laundey",1,"final","sp",3,0.743897140026093,1.35997347999364,4
8,8,"S","bird",124,NA,3037202.01816353,3037202.82627519,3037203.61024861,"laundry",2,"final","sp",4,0.783973420038819,0,4
8,8,"S","feast",125,NA,3037203.90135764,3037204.17023035,3037205.05013465,"magazine",1,"final","sp",5,0.879904299974442,1.34395516011864,4
8,8,"S","rope",126,NA,3037205.56789854,3037207.17002872,3037207.40997441,"fly",1,"final","sp",6,0.239945690147579,2.99979837005958,4
8,8,"S","pen",127,NA,3037207.76771966,3037207.95397557,3037208.40991646,"bird",1,"final","sp",7,0.45594089012593,0.783946849871427,4
8,8,"S","dress",128,NA,3037208.76766744,3037208.8419337,3037209.62587543,"barrel",1,"final","sp",8,0.783941730391234,0.887958129867911,4
8,8,"S","pie",129,NA,3037210.05085033,3037210.18587166,3037210.75381034,"dress",1,"final","sp",9,0.567938680294901,1.34393795998767,4
8,8,"S","magazine",130,NA,3037210.98416672,3037211.24178212,3037212.10570161,"blouse",1,"final","sp",10,0.863919490016997,1.05591046018526,4
8,8,"S","barrel",131,NA,3037212.78403258,3037213.00170633,3037213.28163321,"pier",1,"final","sp",11,0.279926879797131,1.75992421014234,4
8,8,"S","pier",132,NA,3037213.83395564,3037249.68755203,3037250.73549227,"boot",1,"final","sp",12,1.04794023977593,36.6858457000926,4
8,8,"S","laundry",133,NA,3037251.3645253,3037255.29525548,3037255.65519424,"camp",1,"final","sp",13,0.35993876028806,5.60770344967023,4
9,2,"T","hair",31,1,2773442.71043596,2773447.67466621,2773448.05856009,"hair",1,"prac","np",1,0.383893880061805,4.96423025010154,1
9,2,"T","colonel",32,2,2773448.67657358,2773449.54654613,2773451.87438284,"garbage",1,"prac","np",2,2.32783671002835,1.87187991989776,1
9,2,"T","ferry",33,3,2773452.25957586,2773452.79435208,2773453.89828457,"bucket",1,"prac","np",3,1.10393248964101,3.24780595023185,1
9,2,"T","garbage",34,4,2773454.15940318,2773456.52216114,2773457.09810685,"rice",1,"prac","np",4,0.575945709832013,3.7278090598993,1
9,2,"T","bucket",35,5,2773457.34245062,2773457.56208249,2773458.18605927,"crab",1,"prac","np",5,0.623976780101657,1.03992134984583,1
9,2,"T","chocolate",36,6,2773458.5589795,2773461.44191517,2773462.1298394,"ferry",1,"prac","np",6,0.687924230005592,3.87983267987147,1
9,2,"T","farm",37,7,2773462.59193363,2773463.32176023,2773465.5216978,"colonel",1,"prac","np",7,2.1999375699088,1.87984506040812,1
9,4,"T","quarter",61,1,2774014.64132844,2774017.8765018,2774018.28445166,"poet",1,"prac","np",1,0.407949859742075,3.23517335997894,2
9,4,"T","gorilla",62,2,2774018.54097344,2774019.0124047,2774019.84436719,"gorilla",1,"prac","np",2,0.831962489988655,1.1359028997831,2
9,6,"T","highway",91,1,2774587.1219775,2774588.05437347,2774588.93427256,"cheese",1,"prac","np",1,0.879899089690298,0.93239596998319,3
9,6,"T","spot",92,2,2774589.5717932,2774590.4142168,2774590.89417674,"beef",1,"prac","np",2,0.479959940072149,2.35984332999215,3
9,6,"T","cloth",93,3,2774591.17161137,2774617.22881285,2774618.14876278,"passage",1,"prac","np",3,0.919949929695576,26.8145960499533,3
9,6,"T","barrel",94,4,2774618.43575931,2774660.78653969,2774661.39444493,"dress",1,"prac","np",4,0.607905239798129,43.557726840023,3
9,8,"T","costume",121,1,2775163.81857378,2775164.77588329,2775165.7677781,"costume",1,"prac","np",1,0.991894809994847,0.957309510093182,4
9,8,"T","apple",122,2,2775166.55165731,2775167.12774669,2775167.75167759,"apple",1,"prac","np",2,0.623930899892002,2.35186340007931,4
9,8,"T","lunch",123,3,2775168.00151255,2775168.75164137,2775172.96747148,"banana",1,"prac","np",3,4.21583011001348,1.62389467982575,4
9,8,"T","banana",124,4,2775173.48438199,2775174.15937541,2775174.49534296,"worm",1,"prac","np",4,0.335967550054193,5.40773404017091,4
9,8,"T","arm",125,5,2775175.26750749,2775175.61531589,2775176.35924899,"lunch",1,"prac","np",5,0.743933100253344,1.45594047987834,4
9,8,"T","sword",126,6,2775176.90068063,2775197.886128,2775198.63005929,"suit",1,"prac","np",6,0.74393129022792,22.2708121100441,4
9,8,"T","saddle",127,7,2775199.14862453,2775200.06200808,2775200.77395418,"frog",0,"prac","np",7,0.711946099996567,2.17588008008897,4
9,8,"T","ceiling",128,8,2775201.06509628,2775201.94187668,2775204.14176778,"turtle",1,"prac","np",8,2.19989109970629,1.87986860005185,4
9,1,"S","jelly",16,NA,2773258.0438194,2773260.5645039,2773262.06838701,"jelly",1,"final","sp",1,1.50388311035931,2.52068449975923,1
9,1,"S","poster",17,NA,2773262.66006739,2773263.3803677,2773264.34033165,"poster",1,"final","sp",2,0.959963949862868,2.81586380023509,1
9,1,"S","hound",18,NA,2773264.74321411,2773265.04431051,2773265.74824348,"hound",1,"final","sp",3,0.70393296983093,1.663942810148,1
9,1,"S","lobster",19,NA,2773266.99300591,2773267.30816293,2773267.80410928,"deck",1,"final","sp",4,0.495946350041777,2.26385241979733,1
9,1,"S","basement",20,NA,2773268.27624354,2773270.38001484,2773271.63594561,"platform",1,"final","sp",5,1.25593076972291,3.07185191009194,1
9,1,"S","gate",21,NA,2773272.1258846,2773272.81186856,2773274.06779177,"willow",1,"final","sp",6,1.25592321017757,2.43185371998698,1
9,1,"S","pigeon",22,NA,2773274.90902277,2773275.47574646,2773276.53965678,"stomach",1,"final","sp",7,1.06391032040119,2.66387789975852,1
9,1,"S","hat",23,NA,2773277.00877227,2773281.11541836,2773282.20334965,"pigeon",1,"final","sp",8,1.08793128980324,5.63967190030962,1
9,1,"S","platform",24,NA,2773282.90819602,2773283.51531042,2773283.95526902,"hat",1,"final","sp",9,0.439958599861711,2.39989206008613,1
9,1,"S","sponge",25,NA,2773284.49142619,2773297.77060278,2773298.32249522,"hound",2,"final","sp",10,0.551892440300435,0,1
9,1,"S","deck",26,NA,2773298.69013224,2773307.17009097,2773307.65801091,"deck",2,"final","sp",11,0.487919939681888,0,1
9,1,"S","gown",27,NA,2773308.07263369,2773327.57699493,2773328.98489438,"lobster",1,"final","sp",12,1.40789945004508,20.4069039598107,1
9,2,"T","hair",31,NA,2773556.88337485,2773562.76456011,2773565.03640876,"hair",1,"final","tp",1,2.27184865018353,5.88118526013568,1
9,2,"T","colonel",32,NA,2773565.28261583,2773566.21235948,2773567.33228049,"colonel",1,"final","tp",2,1.11992100998759,3.44779937015846,1
9,2,"T","ferry",33,NA,2773567.73238656,2773568.22824839,2773568.73222447,"rice",1,"final","tp",3,0.503976080100983,2.01588890980929,1
9,2,"T","garbage",34,NA,2773569.53223346,2773569.82014731,2773570.54812087,"crab",1,"final","tp",4,0.727973559871316,1.5918989200145,1
9,2,"T","bucket",35,NA,2773571.01542347,2773571.53208767,2773573.47596168,"garbage",1,"final","tp",5,1.94387400988489,1.71194036025554,1
9,2,"T","chocolate",36,NA,2773573.78185623,2773574.87589962,2773575.66784508,"bucket",1,"final","tp",6,0.791945460252464,3.34381194971502,1
9,2,"T","farm",37,NA,2773575.91497489,2773578.76372852,2773579.29964602,"ferry",1,"final","tp",7,0.535917500033975,3.88782890001312,1
9,2,"T","flag",38,NA,2773579.69795912,2773597.57874443,2773598.77059312,"pigeon",0,"final","tp",8,1.19184868969023,18.8150159101933,1
9,3,"S","lemon",46,NA,2773829.02508256,2773830.82240844,2773831.83829796,"janitor",1,"final","sp",1,1.01588951982558,1.79732588026673,2
9,3,"S","cocktail",47,NA,2773832.37446328,2773833.43023219,2773833.98218289,"sack",1,"final","sp",2,0.551950700115412,2.60782375000417,2
9,3,"S","juice",48,NA,2773834.391252,2773834.94215348,2773835.470082,"tent",1,"final","sp",3,0.52792851999402,1.51192128984258,2
9,3,"S","parade",49,NA,2773835.74113559,2773837.20603217,2773837.6060018,"leaf",1,"final","sp",4,0.399969629943371,2.26387869007885,2
9,3,"S","satellite",50,NA,2773837.8242642,2773837.96597915,2773838.55795292,"wood",1,"final","sp",5,0.591973769944161,0.759946980047971,2
9,3,"S","missile",51,NA,2773838.82418421,2773843.10972855,2773843.62969526,"lemon",1,"final","sp",6,0.519966709893197,5.143749400042,2
9,3,"S","arrow",52,NA,2773844.02371791,2773844.59764366,2773846.49349777,"cocktail",1,"final","sp",7,1.89585410989821,1.48791510984302,2
9,3,"S","leaf",53,NA,2773846.99009429,2773849.88539843,2773850.3733398,"lemon",2,"final","sp",8,0.487941370345652,0,2
9,3,"S","tent",54,NA,2773851.58966797,2773851.86125733,2773852.58120146,"juice",1,"final","sp",9,0.71994413016364,1.97585890023038,2
9,3,"S","janitor",55,NA,2773853.07287095,2773853.96514937,2773854.82912997,"parade",1,"final","sp",10,0.863980600144714,2.10389203997329,2
9,3,"S","sack",56,NA,2773855.13935542,2773861.86076623,2773862.38868388,"bench",1,"final","sp",11,0.527917650062591,7.89561686012894,2
9,3,"S","bench",57,NA,2773862.78864386,2773893.36302208,2773895.8589144,"tent",2,"final","sp",12,2.49589231982827,0,2
9,4,"T","quarter",61,NA,2774129.06413429,2774130.35857527,2774130.75849178,"poet",1,"final","tp",1,0.399916510097682,1.29444098006934,2
9,4,"T","gorilla",62,NA,2774130.98062777,2774131.21448267,2774132.11843261,"gorilla",1,"final","tp",2,0.903949939645827,0.855907400138676,2
9,4,"T","poet",63,NA,2774132.39716578,2774151.03748907,2774151.93336762,"parade",0,"final","tp",3,0.895878550130874,19.8230063999072,2
9,4,"T","crown",64,NA,2774153.12861571,2774153.64531191,2774154.81320423,"cluster",0,"final","tp",4,1.16789231961593,2.60782284010202,2
9,4,"T","tower",65,NA,2774155.11177658,2774173.8442534,2774174.83616541,"jaguar",0,"final","tp",5,0.991912010125816,20.1989414896816,2
9,5,"S","cafe",76,NA,2774402.40575392,2774403.44014393,2774404.28804515,"cigar",1,"final","sp",1,0.847901220433414,1.03439000993967,3
9,5,"S","swamp",77,NA,2774404.77223305,2774405.45597731,2774406.27991732,"cafe",1,"final","sp",2,0.82394000981003,2.01583338016644,3
9,5,"S","park",78,NA,2774406.58869602,2774407.05590293,2774407.31988878,"net",1,"final","sp",3,0.263985849916935,1.59992562001571,3
9,5,"S","scar",79,NA,2774407.60528341,2774408.41584134,2774409.24775856,"forest",1,"final","sp",4,0.831917219795287,1.35993841011077,3
9,5,"S","net",80,NA,2774409.43844303,2774409.7197591,2774410.23972672,"soil",1,"final","sp",5,0.519967619795352,1.30391776002944,3
9,5,"S","spice",81,NA,2774410.67168668,2774425.64693645,2774426.87885138,"jaguar",0,"final","sp",6,1.2319149300456,15.9271773500368,3
9,5,"S","instrument",82,NA,2774427.15343144,2774449.50969879,2774449.82963707,"scar",1,"final","sp",7,0.31993828015402,23.8627623398788,3
9,5,"S","forest",83,NA,2774450.28467774,2774450.82958183,2774451.18953141,"soap",1,"final","sp",8,0.35994957992807,1.31988304015249,3
9,6,"T","highway",91,NA,2774701.77801251,2774703.19229965,2774703.9202068,"dress",1,"final","tp",1,0.727907150052488,1.41428714012727,3
9,6,"T","spot",92,NA,2774704.87773183,2774706.79207827,2774707.2800284,"beef",1,"final","tp",2,0.487950129900128,3.59977862006053,3
9,6,"T","cloth",93,NA,2774707.56078877,2774708.41594156,2774709.30392199,"cheese",1,"final","tp",3,0.887980429921299,1.62386329006404,3
9,6,"T","barrel",94,NA,2774709.86059659,2774710.39181343,2774710.79985777,"rope",1,"final","tp",4,0.408044340088964,1.97587186982855,3
9,7,"S","gold",106,NA,2774976.15268829,2774978.74573815,2774982.56947955,"bedroom",1,"final","sp",1,3.82374139968306,2.59304986009374,4
9,7,"S","balloon",107,NA,2774983.18533604,2774984.00142743,2774984.4413483,"king",1,"final","sp",2,0.439920869655907,5.25568928010762,4
9,7,"S","shovel",108,NA,2774984.76857709,2774985.2893123,2774985.56131942,"pen",1,"final","sp",3,0.272007120307535,1.28788486961275,4
9,7,"S","mouth",109,NA,2774985.93512769,2774987.64923743,2774988.00918942,"coal",1,"final","sp",4,0.359951989725232,2.35992513038218,4
9,7,"S","coal",110,NA,2774988.38489812,2774988.80914801,2774989.38510247,"mouth",1,"final","sp",5,0.575954460073262,1.15991057967767,4
9,7,"S","bedroom",111,NA,2774989.75145181,2774992.20900898,2774995.40880288,"ridge",1,"final","sp",6,3.19979389989749,3.39986097021028,4
9,7,"S","pen",112,NA,2774995.73422994,2775002.80846101,2775003.59237855,"mouth",2,"final","sp",7,0.783917540218681,0,4
9,7,"S","king",113,NA,2775004.06680896,2775009.82410452,2775010.39200752,"clay",1,"final","sp",8,0.567902999930084,7.01564351003617,4
9,7,"S","thread",114,NA,2775010.81616263,2775017.47168421,2775017.88760795,"gold",1,"final","sp",9,0.415923739783466,7.64757968997583,4
9,7,"S","shoulder",115,NA,2775018.14880383,2775018.6875934,2775020.35147885,"balloon",1,"final","sp",10,1.66388544999063,1.21590919001028,4
9,7,"S","mustard",116,NA,2775020.9652677,2775035.92671069,2775037.24658106,"crown",0,"final","sp",11,1.31987036997452,17.2391172898933,4
9,8,"T","costume",121,NA,2775280.12434609,2775281.59372237,2775282.24163288,"apple",1,"final","tp",1,0.647910510189831,1.46937627997249,4
9,8,"T","apple",122,NA,2775282.54081738,2775283.62557475,2775284.92948678,"banana",1,"final","tp",2,1.30391203006729,2.03185237990692,4
9,8,"T","lunch",123,NA,2775285.32387074,2775285.78546028,2775286.59341751,"lunch",1,"final","tp",3,0.807957230135798,2.15988552989438,4
9,8,"T","banana",124,NA,2775287.0236669,2775287.79338195,2775288.18531823,"suit",1,"final","tp",4,0.391936280298978,2.00792167009786,4
9,8,"T","arm",125,NA,2775288.47359127,2775289.95318145,2775291.67313856,"turtle",1,"final","tp",5,1.71995711000636,2.15979949990287,4
10,1,"T","scout",16,1,2775570.29268423,2775571.37283663,2775572.14077923,"scout",1,"prac","np",1,0.767942599952221,1.08015239983797,1
10,1,"T","shoe",17,2,2775572.92587247,2775573.52472985,2775574.10067134,"shoe",1,"prac","np",2,0.575941490009427,2.15189321991056,1
10,1,"T","dress",18,3,2775574.37577269,2775574.71664223,2775575.51659689,"dress",1,"prac","np",3,0.799954660236835,1.19191238004714,1
10,1,"T","sock",19,4,2775576.042299,2775576.47654394,2775577.0685156,"toad",1,"prac","np",4,0.591971660032868,1.75990171032026,1
10,1,"T","cheese",20,5,2775577.44220917,2775579.26040956,2775580.15632585,"record",1,"prac","np",5,0.895916290115565,2.78386561991647,1
10,1,"T","scale",21,6,2775580.55870694,2775584.42816575,2775585.22808389,"scale",1,"prac","np",6,0.799918139819056,5.16775619005784,1
10,1,"T","marble",22,7,2775585.49169484,2775586.02804881,2775588.2359156,"land",1,"prac","np",7,2.20786678977311,1.59988305997103,1
10,1,"T","journal",23,8,2775588.54149141,2775589.17188182,2775590.05982603,"cheese",1,"prac","np",8,0.88794420985505,3.14383300999179,1
10,3,"T","dollar",46,1,2776147.22186946,2776148.16637101,2776149.06225711,"train",1,"prac","np",1,0.895886100362986,0.944501549936831,2
10,3,"T","rock",47,2,2776149.57172348,2776150.19021449,2776151.43015371,"diamond",1,"prac","np",2,1.23993921978399,2.02384348027408,2
10,3,"T","train",48,3,2776151.88824364,2776152.2940848,2776152.96607121,"bank",1,"prac","np",3,0.67198640992865,2.10387030988932,2
10,3,"T","officer",49,4,2776153.4547995,2776154.15001604,2776154.97397054,"dollar",1,"prac","np",4,0.823954499792308,1.85593124013394,2
10,3,"T","diamond",50,5,2776155.48800959,2776156.27790672,2776156.66185221,"rock",1,"prac","np",5,0.383945489767939,2.12789067998528,2
10,3,"T","cookie",51,6,2776157.08789477,2776158.60577391,2776159.70971002,"officer",1,"prac","np",6,1.10393611015752,2.32786718988791,2
10,3,"T","wine",52,7,2776160.47101561,2776161.07764797,2776162.34155141,"choir",1,"prac","np",7,1.26390343997627,2.47187406010926,2
10,3,"T","choir",53,8,2776162.85419744,2776163.1975382,2776164.05348785,"snake",1,"prac","np",8,0.855949650052935,2.1198902297765,2
10,3,"T","brush",54,9,2776164.38743997,2776165.27742889,2776166.22138228,"garlic",1,"prac","np",9,0.943953389767557,2.07989069027826,2
10,3,"T","snake",55,10,2776166.73727195,2776167.2452967,2776167.65327493,"bowl",1,"prac","np",10,0.407978230156004,1.96786780981347,2
10,3,"T","garlic",56,11,2776168.07051232,2776168.60525443,2776170.09316682,"suitcase",1,"prac","np",11,1.48791238991544,1.35995772993192,2
10,3,"T","bank",57,12,2776170.73700814,2776173.02101427,2776179.3246812,"laundry",1,"prac","np",12,6.30366693018004,4.41575984004885,2
10,3,"T","suitcase",58,13,2776179.83642983,2776180.74862048,2776181.35655561,"brush",1,"prac","np",13,0.6079351301305,7.72760620992631,2
10,5,"T","rocket",76,1,2776723.03441355,2776725.7758208,2776727.12772134,"prisoner",1,"prac","np",1,1.3519005398266,2.74140725005418,3
10,5,"T","steam",77,2,2776727.55078376,2776728.0076823,2776730.2475521,"trash",1,"prac","np",2,2.2398697999306,2.2318615000695,3
10,5,"T","moose",78,3,2776730.70058881,2776730.97549457,2776731.78345451,"whip",1,"prac","np",3,0.807959939818829,2.96781226992607,3
10,5,"T","blouse",79,4,2776732.23382079,2776732.74340578,2776734.69534332,"corner",1,"prac","np",4,1.95193753996864,1.76791120972484,3
10,5,"T","chicken",80,5,2776734.93365619,2776735.07928942,2776736.46324638,"rocket",1,"prac","np",5,1.38395695993677,2.33588364021853,3
10,5,"T","card",81,6,2776736.71688733,2776737.04717956,2776738.83110284,"steam",1,"prac","np",6,1.78392327995971,1.96789014013484,3
10,5,"T","stain",82,7,2776739.26671937,2776739.77506498,2776740.52699039,"lunch",1,"prac","np",7,0.751925409771502,2.72788541996852,3
10,5,"T","gown",83,8,2776741.01657531,2776741.35095002,2776741.94293707,"cup",1,"prac","np",8,0.591987050138414,1.57588503975421,3
10,5,"T","trash",84,9,2776742.3998166,2776743.36686368,2776746.29470147,"chicken",1,"prac","np",9,2.92783778999001,2.01591366017237,3
10,5,"T","lunch",85,10,2776746.68287312,2776746.83868221,2776747.85460583,"stain",1,"prac","np",10,1.01592361973599,3.47181853000075,3
10,5,"T","soap",86,11,2776748.26610753,2776753.07037256,2776753.49432604,"gown",1,"prac","np",11,0.423953480087221,6.23169034998864,3
10,5,"T","whip",87,12,2776753.99907937,2776755.30223557,2776756.19818294,"blouse",1,"prac","np",12,0.895947370212525,2.23186300974339,3
10,7,"T","package",106,1,2777294.68053773,2777296.38563282,2777297.67356628,"armor",1,"prac","np",1,1.2879334599711,1.70509508997202,4
10,7,"T","armor",107,2,2777298.31364538,2777298.51350025,2777300.25742309,"toobrush",0,"prac","np",2,1.74392283987254,2.12786742998287,4
10,7,"T","toothbrush",108,3,2777300.73015531,2777301.16938133,2777302.08130726,"mouth",1,"prac","np",3,0.911925930064172,2.65588107984513,4
10,7,"T","bow",109,4,2777302.98000808,2777304.73719528,2777306.68906491,"package",1,"prac","np",4,1.95186963025481,3.56781395012513,4
10,7,"T","mouth",110,5,2777307.2463915,2777307.5930402,2777312.79276497,"president",1,"prac","np",5,5.19972477015108,2.85584492003545,4
10,7,"T","closet",111,6,2777313.31265894,2777314.9686508,2777316.52056588,"shepherd",1,"prac","np",6,1.5519150798209,7.37561060022563,4
10,7,"T","purse",112,7,2777317.26240477,2777320.35236357,2777320.66434728,"cow",1,"prac","np",7,0.31198370968923,5.38371276995167,4
10,7,"T","cow",113,8,2777321.29547148,2777321.57628166,2777322.16026857,"ants",1,"prac","np",8,0.583986910060048,1.22391808964312,4
10,7,"T","palm",114,9,2777322.46206254,2777322.63226398,2777326.40802985,"spiders",1,"prac","np",9,3.77576587023214,1.05598232010379,4
10,7,"T","trail",115,10,2777327.2117579,2777329.95986766,2777330.39183275,"cafe",1,"prac","np",10,0.431965089868754,7.32760368008167,4
10,7,"T","ant",116,11,2777331.12817803,2777331.38378129,2777333.31967356,"trail",1,"prac","np",11,1.93589226994663,1.42391363019124,4
10,7,"T","president",117,12,2777333.76132823,2777347.0549669,2777347.99887924,"purse",1,"prac","np",12,0.943912339862436,15.6711856098846,4
10,7,"T","shepherd",118,13,2777348.260415,2777349.02285373,2777349.39081643,"bow",1,"prac","np",13,0.36796270031482,1.96788682974875,4
10,1,"T","scout",16,NA,2775685.65185142,2775689.87861111,2775691.60647329,"toad",1,"final","tp",1,1.72786217974499,4.22675969032571,1
10,1,"T","shoe",17,NA,2775691.96810928,2775693.15038309,2775693.950313,"scout",1,"final","tp",2,0.799929909873754,3.2717719799839,1
10,1,"T","dress",18,NA,2775694.31797507,2775696.69420536,2775697.2141612,"shoe",1,"final","tp",3,0.519955839961767,3.54382226988673,1
10,1,"T","sock",19,NA,2775697.5510847,2775698.95809582,2775699.90201238,"scale\",1,"final","tp",4,0.943916559685022,2.26389046013355,1
10,1,"T","cheese",20,NA,2775700.01759495,2775701.26996452,2775701.96591486,"land",1,"final","tp",5,0.695950340013951,2.31186869973317,1
10,1,"T","scale",21,NA,2775702.61741795,2775705.71773673,2775706.62164048,"record",1,"final","tp",6,0.903903750237077,4.44777220999822,1
10,1,"T","marble",22,NA,2775707.00047813,2775762.87473902,2775764.11462571,"smile",1,"final","tp",7,1.23988668993115,57.1570022902451,1
10,2,"S","iron",31,NA,2775959.78405639,2775960.8882527,2775966.18394724,"breakfast",1,"final","sp",1,5.29569453978911,1.10419631004333,1
10,2,"S","bedroom",32,NA,2775966.70026765,2775967.67187201,2775968.91180369,"mustard",1,"final","sp",2,1.23993167979643,6.78361930977553,1
10,2,"S","breakfast",33,NA,2775969.35010153,2775970.00775263,2775970.94370618,"butter",1,"final","sp",3,0.935953550040722,2.33588061993942,1
10,2,"S","soup",34,NA,2775971.19998195,2775971.96765229,2775972.39160003,"root",1,"final","sp",4,0.423947739880532,1.95989966019988,1
10,2,"S","root",35,NA,2775973.04985905,2775973.839547,2775974.58350124,"soup",1,"final","sp",5,0.743954239878803,1.87189470976591,1
10,2,"S","desk",36,NA,2775975.43307106,2775976.76740109,2775977.79131007,"bedroom",1,"final","sp",6,1.02390898019075,2.92785408999771,1
10,2,"S","butter",37,NA,2775978.26618752,2775978.9832795,2775979.43924413,"iron",1,"final","sp",7,0.455964630004019,2.21587841026485,1
10,2,"S","college",38,NA,2775979.89944035,2775981.95109871,2775982.64707681,"lion",1,"final","sp",8,0.695978099945933,2.96781920967624,1
10,2,"S","mustard",39,NA,2775983.14921072,2775983.9030124,2775985.29493299,"orchestra",1,"final","sp",9,1.3919205898419,1.95191369019449,1
10,2,"S","lion",40,NA,2775985.81569718,2775986.56685408,2775988.72675078,"desk\",1,"final","sp",10,2.15989669971168,2.66384168015793,1
10,2,"S","scissors",41,NA,2775988.83216986,2776002.4860494,2776002.83002313,"sun",1,"final","sp",11,0.343973729759455,15.9191953199916,1
10,2,"S","orchestra",42,NA,2776003.63120691,2776003.80594391,2776004.79790331,"wheat",1,"final","sp",12,0.991959400009364,1.31989450985566,1
10,2,"S","cottage",43,NA,2776005.21444283,2776005.74987647,2776006.70177809,"cottage",1,"final","sp",13,0.951901620253921,1.94393255980685,1
