class,N,time,D
np,4,1.8,3.0035632193695e-05
sp,4,1.8,4.11136170758067e-05
tp,4,1.8,5.94974373110231e-05
np,5,1.8,1.34214923391089e-06
sp,5,1.8,3.49668891846142e-06
tp,5,1.8,2.06481621662913e-06
np,6,1.8,2.45620352079221e-08
sp,6,1.8,3.38924914301419e-07
tp,6,1.8,5.17062777752545e-08
np,7,1.8,6.42307658568325e-15
sp,7,1.8,1.30817497846915e-11
tp,7,1.8,3.06209307443367e-10
np,8,1.8,3.85204720335049e-18
sp,8,1.8,2.35244099386055e-15
tp,8,1.8,4.25256977962148e-12
np,9,1.8,0
sp,9,1.8,1.51589987045495e-19
tp,9,1.8,6.13232871500615e-17
np,10,1.8,1.85882075917934e-20
sp,10,1.8,2.11575322263896e-20
tp,10,1.8,1.51512396598417e-20
np,11,1.8,9.84540374566747e-21
sp,11,1.8,7.27198612529307e-21
tp,11,1.8,0
np,12,1.8,2.52567078897821e-20
sp,12,1.8,0
tp,12,1.8,0
np,13,1.8,7.75753083071518e-21
sp,13,1.8,6.60191777709584e-21
tp,13,1.8,9.14744175713496e-21
np,14,1.8,1.06686077514241e-21
sp,14,1.8,0
tp,14,1.8,0
np,15,1.8,7.60390987951918e-23
sp,15,1.8,0
tp,15,1.8,9.14282892381854e-22
np,1,1.9,0.00263761593203621
sp,1,1.9,0.00228180273544397
tp,1,1.9,0.00284187262117465
np,2,1.9,0.00189513969751077
sp,2,1.9,0.00185309925175593
tp,2,1.9,0.00177667710908014
np,3,1.9,0.000418380036954742
sp,3,1.9,0.000455104450926384
tp,3,1.9,0.000444777867539829
np,4,1.9,3.73190300076202e-05
sp,4,1.9,5.04237098492497e-05
tp,4,1.9,7.08049564551477e-05
np,5,1.9,1.78473981363154e-06
sp,5,1.9,4.54049306479706e-06
tp,5,1.9,2.74092957160041e-06
np,6,1.9,3.58221101017605e-08
sp,6,1.9,4.62595116974858e-07
tp,6,1.9,7.60907457560595e-08
np,7,1.9,1.25572342614008e-14
sp,7,1.9,2.26965379766651e-11
tp,7,1.9,4.9289919393414e-10
np,8,1.9,8.21140917873614e-18
sp,8,1.9,4.67337170388716e-15
tp,8,1.9,7.41310108940726e-12
np,9,1.9,0
sp,9,1.9,3.41328447652107e-19
tp,9,1.9,1.27839821594757e-16
np,10,1.9,1.36561011551692e-20
sp,10,1.9,2.11027199667356e-20
tp,10,1.9,1.16547997383397e-20
np,11,1.9,6.3358729427917e-21
sp,11,1.9,7.71822163752693e-21
tp,11,1.9,0
np,12,1.9,2.54672779416654e-20
sp,12,1.9,0
tp,12,1.9,0
np,13,1.9,7.14231879353611e-21
sp,13,1.9,5.4846701532796e-21
tp,13,1.9,5.1560751530178e-21
np,14,1.9,1.70732818127231e-21
sp,14,1.9,0
tp,14,1.9,0
np,15,1.9,0
sp,15,1.9,0
tp,15,1.9,6.28391315343077e-22
np,1,2,0.00250602157488452
sp,1,2,0.00212351218151153
tp,1,2,0.00270346128573715
np,2,2,0.00197018521974332
sp,2,2,0.00191587739220973
tp,2,2,0.00186532552066448
np,3,2,0.000471192440116181
sp,3,2,0.000511757767211582
tp,3,2,0.000492407231410116
np,4,2,4.60029467831275e-05
sp,4,2,6.13930932067333e-05
tp,4,2,8.35939416980836e-05
np,5,2,2.35361465354078e-06
sp,5,2,5.84669806245028e-06
tp,5,2,3.6043665748292e-06
np,6,2,5.17419068212694e-08
sp,6,2,6.25641537528611e-07
tp,6,2,1.10869230837027e-07
np,7,2,2.42959695068353e-14
sp,7,2,3.89813065441179e-11
tp,7,2,7.85431530624225e-10
np,8,2,1.74267790179808e-17
sp,8,2,9.18838986312213e-15
tp,8,2,1.27905459998644e-11
np,9,2,6.53068870872942e-22
sp,9,2,8.29690688138967e-19
tp,9,2,2.63788129185343e-16
np,10,2,1.79518067612612e-20
sp,10,2,4.64716608098633e-20
tp,10,2,3.61082962263747e-20
np,11,2,8.83465887443923e-21
sp,11,2,1.56017156869924e-20
tp,11,2,0
np,12,2,3.11877643511621e-20
sp,12,2,4.6506829124536e-21
tp,12,2,0
np,13,2,6.53003633748646e-21
sp,13,2,9.03954895633122e-21
tp,13,2,3.06855906152667e-21
np,14,2,6.98080227594561e-22
sp,14,2,0
tp,14,2,0
np,15,2,0
sp,15,2,0
tp,15,2,7.57490503265141e-22
np,1,2.1,0.00237497181083926
sp,1,2.1,0.00196702458242299
tp,1,2.1,0.00256258194433617
np,2,2.1,0.00203605179119335
sp,2,2.1,0.00196813320317738
tp,2,2.1,0.00194852952073016
np,3,2.1,0.000527327536848832
sp,3,2.1,0.000571756987373508
tp,3,2.1,0.000542120573402755
np,4,2.1,5.62662872118795e-05
sp,4,2.1,7.4211796493015e-05
tp,4,2.1,9.79266936490973e-05
np,5,2.1,3.07849238475208e-06
sp,5,2.1,7.46681633875856e-06
tp,5,2.1,4.69576447897862e-06
np,6,2.1,7.4023958925508e-08
sp,6,2.1,8.38517868450698e-07
tp,6,2.1,1.59956360884645e-07
np,7,2.1,4.65260751681357e-14
sp,7,2.1,6.62803917797594e-11
tp,7,2.1,1.2390662717406e-09
np,8,2.1,3.65386426838653e-17
sp,8,2.1,1.78805807870383e-14
tp,8,2.1,2.18446857322243e-11
np,9,2.1,1.04265823177301e-20
sp,9,2.1,1.81958179814542e-18
tp,9,2.1,5.38571566970236e-16
np,10,2.1,3.60361970288833e-20
sp,10,2.1,6.28970679528031e-20
tp,10,2.1,3.77809758184514e-20
np,11,2.1,1.11556285787411e-20
sp,11,2.1,2.68732941811966e-20
tp,11,2.1,0
np,12,2.1,3.15504127738501e-20
sp,12,2.1,5.4792528566264e-21
tp,12,2.1,6.18578148746417e-21
np,13,2.1,7.07493842755935e-21
sp,13,2.1,1.53367628360226e-20
tp,13,2.1,2.51308267666636e-21
np,14,2.1,0
sp,14,2.1,0
tp,14,2.1,0
np,15,2.1,0
sp,15,2.1,0
tp,15,2.1,7.44865661544061e-22
np,1,2.2,0.00224606002431707
sp,1,2.2,0.00181441168334828
tp,1,2.2,0.00242167196800119
np,2,2.2,0.00209199486183967
sp,2,2.2,0.0020092248726417
tp,2,2.2,0.00202537224633874
np,3,2.2,0.000586460181166043
sp,3,2.2,0.000634759105330603
tp,3,2.2,0.00059370147580169
np,4,2.2,6.82909444613657e-05
sp,4,2.2,8.90689662088693e-05
tp,4,2.2,0.000113845776018145
np,5,2.2,3.99428898949158e-06
sp,5,2.2,9.45876722116611e-06
tp,5,2.2,6.06125776645426e-06
np,6,2.2,1.04899962326852e-07
sp,6,2.2,1.11377392717002e-06
tp,6,2.2,2.28519286044808e-07
np,7,2.2,8.81888571064176e-14
sp,7,2.2,1.11576398799983e-10
tp,7,2.2,1.9352660068094e-09
np,8,2.2,7.56952983724286e-17
sp,8,2.2,3.44422752019443e-14
tp,8,2.2,3.6931295836751e-11
np,9,2.2,6.23230379358925e-21
sp,9,2.2,3.82052329296754e-18
tp,9,2.2,1.08820564362493e-15
np,10,2.2,2.8478937166314e-20
sp,10,2.2,3.20925780273345e-20
tp,10,2.2,1.17842975132102e-20
np,11,2.2,3.01351711606934e-21
sp,11,2.2,7.98265749662857e-21
tp,11,2.2,0
np,12,2.2,2.58299263643533e-20
sp,12,2.2,6.52164730252117e-21
tp,12,2.2,1.13253962440992e-20
np,13,2.2,7.43088253478439e-21
sp,13,2.2,1.47273550412138e-20
tp,13,2.2,2.24430378076622e-21
np,14,2.2,5.7905272335032e-22
sp,14,2.2,0
tp,14,2.2,0
np,15,2.2,0
sp,15,2.2,0
tp,15,2.2,5.79928213252455e-22
np,1,2.3,0.0021205846260561
sp,1,2.3,0.00166741859314829
tp,1,2.3,0.00228289264107131
np,2,2.3,0.00213748527832106
sp,2,2.3,0.00203874473326363
tp,2,2.3,0.00209500452317527
np,3,2.3,0.00064818361533384
sp,3,2.3,0.000700349530339875
tp,3,2.3,0.000646922145294586
np,4,2.3,8.22573090495885e-05
sp,4,2.3,0.000106147486504827
tp,4,2.3,0.000131371780317127
np,5,2.3,5.14157654286752e-06
sp,5,2.3,1.18868465214746e-05
tp,5,2.3,7.75233615157487e-06
np,6,2.3,1.47260643853486e-07
sp,6,2.3,1.4662779174966e-06
tp,6,2.3,3.23291098740456e-07
np,7,2.3,1.65468975795185e-13
sp,7,2.3,1.85970041021701e-10
tp,7,2.3,2.99274285923253e-09
np,8,2.3,1.55450762047022e-16
sp,8,2.3,6.56753752103922e-14
tp,8,2.3,6.18098496396049e-11
np,9,2.3,3.27660416248322e-20
sp,9,2.3,8.15558763722603e-18
tp,9,2.3,2.17627626688064e-15
np,10,2.3,1.61751877760256e-20
sp,10,2.3,2.60815002186279e-20
tp,10,2.3,1.59282263090643e-20
np,11,2.3,1.04817986645889e-20
sp,11,2.3,0
tp,11,2.3,0
np,12,2.3,3.13164460495353e-20
sp,12,2.3,2.02331434754448e-20
tp,12,2.3,8.58597872822219e-21
np,13,2.3,8.76384194867238e-21
sp,13,2.3,1.94841214395828e-20
tp,13,2.3,2.50636320426886e-21
np,14,2.3,1.31310440800149e-21
sp,14,2.3,0
tp,14,2.3,0
np,15,2.3,6.14161951807317e-22
sp,15,2.3,0
tp,15,2.3,6.93959041700971e-22
np,1,2.4,0.00199955339241465
sp,1,2.4,0.00152745077581485
tp,1,2.4,0.00214808775716283
np,2,2.4,0.0021722213536536
sp,2,2.4,0.00205652570276195
tp,2,2.4,0.00215666054076234
np,3,2.4,0.000712015452263939
sp,3,2.4,0.00076804822200281
tp,3,2.4,0.00070154811817828
np,4,2.4,9.83390272842999e-05
sp,4,2.4,0.000125617872370012
tp,4,2.4,0.000150501943124553
np,5,2.4,6.56697682896544e-06
sp,5,2.4,1.48215056521443e-05
tp,5,2.4,9.82543900166909e-06
np,6,2.4,2.04805933470885e-07
sp,6,2.4,1.91340827395182e-06
tp,6,2.4,4.52931102205502e-07
np,7,2.4,3.07348613221716e-13
sp,7,2.4,3.06916411131545e-10
tp,7,2.4,4.58249883138271e-09
np,8,2.4,3.16011900602825e-16
sp,8,2.4,1.23976558487074e-13
tp,8,2.4,1.02413151628708e-10
np,9,2.4,1.16298804786604e-19
sp,9,2.4,1.73014138907966e-17
tp,9,2.4,4.30793334568104e-15
np,10,2.4,2.39710979500445e-20
sp,10,2.4,4.79241856906907e-20
tp,10,2.4,2.32016846642875e-20
np,11,2.4,1.81746901844926e-20
sp,11,2.4,1.46761901801369e-20
tp,11,2.4,0
np,12,2.4,3.85109228222152e-20
sp,12,2.4,2.18100991756446e-20
tp,12,2.4,1.01424011670035e-20
np,13,2.4,8.36688370563541e-21
sp,13,2.4,1.10709082723607e-20
tp,13,2.4,3.42021145032936e-21
np,14,2.4,2.45658731118318e-22
sp,14,2.4,4.08761158627259e-21
tp,14,2.4,0
np,15,2.4,1.43011997349418e-21
sp,15,2.4,0
tp,15,2.4,2.41256652760361e-21
np,1,2.5,0.00188369989613092
sp,1,2.5,0.00139557466056593
tp,1,2.5,0.00201875913039611
np,2,2.5,0.00219613207366858
sp,2,2.5,0.00206263934312099
tp,2,2.5,0.00220967251355689
np,3,2.5,0.00077740712175174
sp,3,2.5,0.000837317941921329
tp,3,2.5,0.000757341877431507
np,4,2.5,0.000116697097940843
sp,4,2.5,0.000147631590525248
tp,4,2.5,0.000171209760980098
np,5,2.5,8.32346059104745e-06
sp,5,2.5,1.83389210039937e-05
tp,5,2.5,1.23412508748912e-05
np,6,2.5,2.82215075500169e-07
sp,6,2.5,2.47519833647205e-06
tp,6,2.5,6.28427901338903e-07
np,7,2.5,5.65174367022042e-13
sp,7,2.5,5.01562861151113e-10
tp,7,2.5,6.94800827938499e-09
np,8,2.5,6.35878225511127e-16
sp,8,2.5,2.31701025497896e-13
tp,8,2.5,1.67999329668539e-10
np,9,2.5,2.60424348703392e-19
sp,9,2.5,3.61515476950917e-17
tp,9,2.5,8.44119105045918e-15
np,10,2.5,2.8028153244687e-20
sp,10,2.5,4.77597489117291e-20
tp,10,2.5,3.32701366604643e-20
np,11,2.5,1.9887341216296e-20
sp,11,2.5,2.79640920999906e-20
tp,11,2.5,7.62331757246012e-21
np,12,2.5,3.04390708333548e-20
sp,12,2.5,1.93243893431262e-20
tp,12,2.5,1.11001995908689e-20
np,13,2.5,6.27076840753242e-21
sp,13,2.5,2.48841516213612e-20
tp,13,2.5,7.95585531864432e-21
np,14,2.5,2.09862744583935e-21
sp,14,2.5,6.07617938499974e-22
tp,14,2.5,0
np,15,2.5,1.59974565542192e-21
sp,15,2.5,2.43224251485065e-21
tp,15,2.5,1.73815562792238e-21
np,1,2.6,0.00177350941469578
sp,1,2.6,0.00127253012383499
tp,1,2.6,0.00189605854233882
np,2,2.6,0.00220937138415503
sp,2,2.6,0.00205738596612026
tp,2,2.6,0.00225348404049661
np,3,2.6,0.000843756571557095
sp,3,2.6,0.000907574289250169
tp,3,2.6,0.000814065073768285
np,4,2.6,0.000137473442736631
sp,4,2.6,0.000172314028098271
tp,4,2.6,0.000193445687860794
np,5,2.6,1.04705205031747e-05
sp,5,2.6,2.25203415959769e-05
tp,5,2.6,1.53636762191209e-05
np,6,2.6,3.8533509687877e-07
sp,6,2.6,3.17441611430322e-06
tp,6,2.6,8.63536516041107e-07
np,7,2.6,1.02894720163356e-12
sp,7,2.6,8.11669402793818e-10
tp,7,2.6,1.04319002691005e-08
np,8,2.6,1.26634174928921e-15
sp,8,2.6,4.28736880198632e-13
tp,8,2.6,2.72854150712462e-10
np,9,2.6,5.19264817731448e-19
sp,9,2.6,7.4722588963348e-17
tp,9,2.6,1.6373401673935e-14
np,10,2.6,1.744798943709e-20
sp,10,2.6,2.09382831877742e-20
tp,10,2.6,9.79866496519682e-21
np,11,2.6,1.5722697996884e-21
sp,11,2.6,5.02428132292983e-21
tp,11,2.6,6.84143884707983e-22
np,12,2.6,2.24374088617888e-20
sp,12,2.6,1.68386795106079e-20
tp,12,2.6,6.9554409352132e-21
np,13,2.6,6.47730387715682e-21
sp,13,2.6,1.87900736732728e-20
tp,13,2.6,6.7418706388289e-22
np,14,2.6,6.67957787945528e-22
sp,14,2.6,0
tp,14,2.6,0
np,15,2.6,1.26244401204842e-22
sp,15,2.6,2.18278174409681e-22
tp,15,2.6,1.25433911293373e-22
np,1,2.7,0.00166925148652166
sp,1,2.7,0.00115875278652586
tp,1,2.7,0.00178079481758782
np,2,2.7,0.00221230398719012
sp,2,2.7,0.00204127756979067
tp,2,2.7,0.00228766183901351
np,3,2.7,0.000910423793762793
sp,3,2.7,0.000978197086929785
tp,3,2.7,0.000871479173440344
np,4,2.7,0.000160784134303348
sp,4,2.7,0.000199757393028468
tp,4,2.7,0.000217138926723546
np,5,2.7,1.30741839311126e-05
sp,5,2.7,2.74512116116577e-05
tp,5,2.7,1.89584895459717e-05
np,6,2.7,5.21384606133293e-07
sp,6,2.7,4.03656156821828e-06
tp,6,2.7,1.17523486547903e-06
np,7,2.7,1.85474596360086e-12
sp,7,2.7,1.30077103145838e-09
tp,7,2.7,1.55106972400336e-08
np,8,2.7,2.49695552258919e-15
sp,8,2.7,7.85506558324348e-13
tp,8,2.7,4.38774042737792e-10
np,9,2.7,1.13953762082458e-18
sp,9,2.7,1.53079862552407e-16
tp,9,2.7,3.14411294577927e-14
np,10,2.7,7.39815965493633e-21
sp,10,2.7,2.41996126371787e-20
tp,10,2.7,4.38781627186012e-20
np,11,2.7,8.04852397459506e-21
sp,11,2.7,9.91634471630926e-23
tp,11,2.7,0
np,12,2.7,3.19247595327537e-20
sp,12,2.7,2.8144650039159e-20
tp,12,2.7,7.08656810038524e-21
np,13,2.7,6.77026199009924e-21
sp,13,2.7,1.37116753831991e-20
tp,13,2.7,3.08199800632167e-21
np,14,2.7,1.3253873445574e-21
sp,14,2.7,7.91744586530274e-22
tp,14,2.7,0
np,15,2.7,0
sp,15,2.7,0
tp,15,2.7,0
np,1,2.8,0.00157107781253551
sp,1,2.8,0.00105450028159307
tp,1,2.8,0.00167353777977662
np,2,2.8,0.00220539057069248
sp,2,2.8,0.00201491913856069
tp,2,2.8,0.00231180138902917
np,3,2.8,0.00097673798611876
sp,3,2.8,0.0010485328044347
tp,3,2.8,0.000929346580788758
np,4,2.8,0.000186739964013005
sp,4,2.8,0.000230042951590955
tp,4,2.8,0.000242213245039788
np,5,2.8,1.62131153130684e-05
sp,5,2.8,3.32296719927065e-05
tp,5,2.8,2.31989435682914e-05
np,6,2.8,6.99711199871512e-07
sp,6,2.8,5.09205947988669e-06
tp,6,2.8,1.5854436173298e-06
np,7,2.8,3.32168979562883e-12
sp,7,2.8,2.0688134459853e-09
tp,7,2.8,2.28719717155669e-08
np,8,2.8,4.89682755516944e-15
sp,8,2.8,1.43020537326363e-12
tp,8,2.8,7.00129815094108e-10
np,9,2.8,2.51198812584968e-18
sp,9,2.8,3.1210273988731e-16
tp,9,2.8,6.00272410272083e-14
np,10,2.8,1.56050786986739e-20
sp,10,2.8,6.15907090977194e-20
tp,10,2.8,8.02022885697601e-20
np,11,2.8,1.26062346439297e-20
sp,11,2.8,2.65923310809012e-20
tp,11,2.8,4.34920040992917e-21
np,12,2.8,3.01115174193141e-20
sp,12,2.8,1.67050391970317e-20
tp,12,2.8,1.87169775330368e-20
np,13,2.8,3.65611724952135e-21
sp,13,2.8,2.86083103674153e-20
tp,13,2.8,1.04375804574556e-21
np,14,2.8,0
sp,14,2.8,4.08761158627259e-21
tp,14,2.8,6.51517645244534e-24
np,15,2.8,1.11548383072305e-21
sp,15,2.8,5.5683207757565e-23
tp,15,2.8,2.8670608295627e-22
np,1,2.9,0.00147905182481329
sp,1,2.9,0.000959873450251434
tp,1,2.9,0.00157464586818267
np,2,2.9,0.00218920154808341
sp,2,2.9,0.00197902987628043
tp,2,2.9,0.00232553379741069
np,3,2.9,0.00104198482797077
sp,3,2.9,0.00111787474849038
tp,3,2.9,0.000987415838403417
np,4,2.9,0.000215439565932013
sp,4,2.9,0.000263232546226712
tp,4,2.9,0.000268584984821358
np,5,2.9,1.9982348043848e-05
sp,5,2.9,3.9969748902287e-05
tp,5,2.9,2.81668410063501e-05
np,6,2.9,9.3263845356911e-07
sp,6,2.9,6.37766582359485e-06
tp,6,2.9,2.12290238396952e-06
np,7,2.9,5.94527599618904e-12
sp,7,2.9,3.27721921342308e-09
tp,7,2.9,3.35299778778024e-08
np,8,2.9,9.62785060857657e-15
sp,8,2.9,2.60405304688661e-12
tp,8,2.9,1.11255660747476e-09
np,9,2.9,5.46494787031352e-18
sp,9,2.9,6.38997144973883e-16
tp,9,2.9,1.14781160655845e-13
np,10,2.9,3.74813572482168e-20
sp,10,2.9,1.1727996490604e-19
tp,10,2.9,1.27900635647039e-19
np,11,2.9,2.12256422957926e-20
sp,11,2.9,3.50377513309575e-20
tp,11,2.9,4.34920040992917e-21
np,12,2.9,2.29053423104184e-20
sp,12,2.9,2.02064154127295e-20
tp,12,2.9,1.29302787221832e-20
np,13,2.9,3.99594866053456e-21
sp,13,2.9,2.58490472964752e-20
tp,13,2.9,5.28374512857037e-21
np,14,2.9,2.9245087037895e-24
sp,14,2.9,3.09332768690899e-21
tp,14,2.9,5.47274822005454e-22
np,15,2.9,7.16522277108536e-23
sp,15,2.9,4.67738945163585e-21
tp,15,2.9,0
np,1,3,0.00139282072503752
sp,1,3,0.000874282594932106
tp,1,3,0.00148378922823401
np,2,3,0.00216489110921378
sp,2,3,0.00193492433181232
tp,2,3,0.00232916850692654
np,3,3,0.0011055370643314
sp,3,3,0.0011855806353872
tp,3,3,0.00104542203793009
np,4,3,0.000246794281939856
sp,4,3,0.000299187631203664
tp,4,3,0.000296096863357177
np,5,3,2.44494593959077e-05
sp,5,3,4.77358864529195e-05
tp,5,3,3.39021426256941e-05
np,6,3,1.23173537498157e-06
sp,6,3,7.92024593566374e-06
tp,6,3,2.81430409479979e-06
np,7,3,1.05218057518765e-11
sp,7,3,5.13687546869256e-09
tp,7,3,4.86495074708568e-08
np,8,3,1.8705077123035e-14
sp,8,3,4.68799245012965e-12
tp,8,3,1.7489303538273e-09
np,9,3,1.17624234332926e-17
sp,9,3,1.29239211463051e-15
tp,9,3,2.16913362331427e-13
np,10,3,1.23832994941049e-20
sp,10,3,1.66227312776936e-19
tp,10,3,2.37520502074868e-19
np,11,3,5.05372435614113e-22
sp,11,3,5.28871718203131e-21
tp,11,3,3.90939362690262e-21
np,12,3,2.24842022066518e-20
sp,12,3,3.36773590212162e-21
tp,12,3,4.61795668649404e-22
np,13,3,9.63832191580549e-22
sp,13,3,5.89094201648553e-21
tp,13,3,6.59404224608357e-21
np,14,3,1.3101798992977e-22
sp,14,3,1.65713983227268e-22
tp,14,3,0
np,15,3,8.18882602409756e-22
sp,15,3,4.41011005439955e-22
tp,15,3,0
np,1,3.1,0.00131215002295112
sp,1,3.1,0.000797274781593128
tp,1,3.1,0.00140068140312517
np,2,3.1,0.00213339972023124
sp,2,3.1,0.00188369542028304
tp,2,3.1,0.00232285363047869
np,3,3.1,0.00116679526196
sp,3,3.1,0.00125101266116931
tp,3,3.1,0.00110310173959609
np,4,3.1,0.000280744794757449
sp,4,3.1,0.000337801559342992
tp,4,3.1,0.000324628674402644
np,5,3.1,2.97026489633993e-05
sp,5,3.1,5.66170796151577e-05
tp,5,3.1,4.04583669397386e-05
np,6,3.1,1.61213042828159e-06
sp,6,3.1,9.7541923627977e-06
tp,6,3.1,3.69411526607154e-06
np,7,3.1,1.84160470561475e-11
sp,7,3.1,7.96815717579589e-09
tp,7,3.1,6.98694428816105e-08
np,8,3.1,3.5918934798518e-14
sp,8,3.1,8.34634095365543e-12
tp,8,3.1,2.72008572657657e-09
np,9,3.1,2.51527598982028e-17
sp,9,3.1,2.58349223930774e-15
tp,9,3.1,4.05225847751989e-13
np,10,3.1,1.13889231963983e-20
sp,10,3.1,3.76569359198619e-19
tp,10,3.1,5.46092116628651e-19
np,11,3.1,6.70086414629075e-21
sp,11,3.1,3.6525203038403e-21
tp,11,3.1,0
np,12,3.1,1.90448913592243e-20
sp,12,3.1,3.15658420667111e-20
tp,12,3.1,5.01133818201015e-21
np,13,3.1,2.22648165836237e-22
sp,13,3.1,1.8739289690372e-20
tp,13,3.1,3.42245127446185e-21
np,14,3.1,8.6331496935866e-22
sp,14,3.1,1.39936252503026e-21
tp,14,3.1,0
np,15,3.1,0
sp,15,3.1,3.78200347089414e-21
tp,15,3.1,0
np,1,3.2,0.00123676478593786
sp,1,3.2,0.000728280881718331
tp,1,3.2,0.00132487928457257
np,2,3.2,0.00209571771654684
sp,2,3.2,0.00182649313926211
tp,2,3.2,0.00230688164936234
np,3,3.2,0.00122521669118452
sp,3,3.2,0.00131355767719175
tp,3,3.2,0.00116017519274173
np,4,3.2,0.00031717598692586
sp,4,3.2,0.000378911072689209
tp,4,3.2,0.000354059832027654
np,5,3.2,3.58328674396306e-05
sp,5,3.2,6.66990224082392e-05
tp,5,3.2,4.78805575587528e-05
np,6,3.2,2.0913747776555e-06
sp,6,3.2,1.19148756243857e-05
tp,6,3.2,4.80157574757583e-06
np,7,3.2,3.18832951731221e-11
sp,7,3.2,1.22329994413282e-08
tp,7,3.2,9.93356695547852e-08
np,8,3.2,6.81888736525229e-14
sp,8,3.2,1.46978298734515e-11
tp,8,3.2,4.1860049205059e-09
np,9,3.2,5.3146632113559e-17
sp,9,3.2,5.10512145822334e-15
tp,9,3.2,7.48497984059568e-13
np,10,3.2,3.83829250914706e-20
sp,10,3.2,7.88054127796746e-19
tp,10,3.2,1.20252712892816e-18
np,11,3.2,1.64994741479199e-20
sp,11,3.2,2.52866790265872e-20
tp,11,3.2,2.76915381905599e-21
np,12,3.2,2.06241667483491e-20
sp,12,3.2,2.0046047036438e-20
tp,12,3.2,8.7741177043386e-21
np,13,3.2,9.96057584004205e-22
sp,13,3.2,2.37499760032448e-20
tp,13,3.2,4.82234135727511e-21
np,14,3.2,2.05534471702325e-21
sp,14,3.2,1.40856885743176e-21
tp,14,3.2,2.21515999383158e-22
np,15,3.2,0
sp,15,3.2,6.23651926884778e-22
tp,15,3.2,0
np,1,3.3,0.00116637179373612
sp,1,3.3,0.000666652330809419
tp,1,3.3,0.00125582825669243
np,2,3.3,0.00205284959832876
sp,2,3.3,0.00176449173625454
tp,2,3.3,0.00228168386923194
np,3,3.3,0.00128032948741693
sp,3,3.3,0.00137263596408214
tp,3,3.3,0.00121634257510983
np,4,3.3,0.000355914510421333
sp,4,3.3,0.000422297102351137
tp,4,3.3,0.000384273643957848
np,5,3.3,4.29321210354118e-05
sp,5,3.3,7.8062309283104e-05
tp,5,3.3,5.62033242925627e-05
np,6,3.3,2.68957902493883e-06
sp,6,3.3,1.44379754442989e-05
tp,6,3.3,6.18053145640897e-06
np,7,3.3,5.46078701427234e-11
sp,7,3.3,1.85896365948507e-08
tp,7,3.3,1.39822042162136e-07
np,8,3.3,1.28001028773049e-13
sp,8,3.3,2.56050106861321e-11
tp,8,3.3,6.37480216572435e-09
np,9,3.3,1.1085330635818e-16
sp,9,3.3,9.97421607103876e-15
tp,9,3.3,1.36723478000358e-12
np,10,3.3,3.73885487937642e-20
sp,10,3.3,1.65893871530708e-18
tp,10,3.3,2.65283745858967e-18
np,11,3.3,1.2091503459508e-20
sp,11,3.3,2.02293432212698e-20
tp,11,3.3,1.10766152762241e-20
np,12,3.3,1.78165660565716e-20
sp,12,3.3,1.37114961729236e-20
tp,12,3.3,1.33407637609827e-20
np,13,3.3,3.98423033601687e-21
sp,13,3.3,2.32929201571382e-20
tp,13,3.3,5.31286284229288e-21
np,14,3.3,5.56475516157067e-21
sp,14,3.3,5.63427542972709e-21
tp,14,3.3,8.86063997532642e-22
np,15,3.3,0
sp,15,3.3,1.63263165145194e-21
tp,15,3.3,0
np,1,3.4,0.00110067591796691
sp,1,3.4,0.000611694640815356
tp,1,3.4,0.00119290443380826
np,2,3.4,0.00200578108646954
sp,2,3.4,0.00169885892380856
tp,2,3.4,0.0022478215211227
np,3,3.4,0.00133174336563843
sp,3,3.4,0.00142770845265501
tp,3,3.4,0.00127128140652784
np,4,3.4,0.000396728252381243
sp,4,3.4,0.000467687948670773
tp,4,3.4,0.000415160880211094
np,5,3.4,5.10914308213898e-05
sp,5,3.4,9.07806271449143e-05
tp,5,3.4,6.54492118414888e-05
np,6,3.4,3.42950281986842e-06
sp,6,3.4,1.73587517791151e-05
tp,6,3.4,7.8789981172343e-06
np,7,3.4,9.25401658776412e-11
sp,7,3.4,2.79650012282649e-08
tp,7,3.4,1.9486790315929e-07
np,8,3.4,2.37627567104217e-13
sp,8,3.4,4.41337240390843e-11
tp,8,3.4,9.6077645933869e-09
np,9,3.4,2.28653914325475e-16
sp,9,3.4,1.9271626423353e-14
tp,9,3.4,2.47013826852015e-12
np,10,3.4,1.57376622050348e-20
sp,10,3.4,3.51030500350565e-18
tp,10,3.4,5.75731999000248e-18
np,11,3.4,4.67937440383434e-22
sp,11,3.4,3.30544823876957e-21
tp,11,3.4,4.47951353082592e-21
np,12,3.4,1.36461091956604e-20
sp,12,3.4,9.88938320464276e-21
tp,12,3.4,1.33179590366049e-20
np,13,3.4,0
sp,13,3.4,6.44956582839362e-21
tp,13,3.4,5.98704990617575e-21
np,14,3.4,3.80888013581545e-21
sp,14,3.4,9.20633240151483e-22
tp,14,3.4,0
np,15,3.4,0
sp,15,3.4,1.44999073000711e-21
tp,15,3.4,0
np,1,3.5,0.0010393909284351
sp,1,3.5,0.000562696891903135
tp,1,3.5,0.00113545236981781
np,2,3.5,0.00195545032425116
sp,2,3.5,0.00163072801995614
tp,2,3.5,0.00220597368560576
np,3,3.5,0.00137915637325231
sp,3,3.5,0.00147828242504008
tp,3,3.5,0.00132464566558732
np,4,3.5,0.00043932796166341
sp,4,3.5,0.00051476488164179
tp,4,3.5,0.000446622371659813
np,5,3.5,6.03984586482373e-05
